"perceiver.id" "target.id" "liking_a" "liking_b" "metaliking_a" "metaliking_b"
"1696" 22 32 4 4 4 4
"1697" 23 32 2 1 3 3
"1698" 24 32 3 1 3 2
"1699" 25 32 2 2 3 2
"1700" 26 32 3 3 3 3
"1701" 27 32 3 3 3 2
"1702" 28 32 4 4 3 3
"1703" 29 32 3 3 3 3
"1704" 30 32 2 2 3 3
"1705" 31 32 4 3 3 4
"1706" 32 32 NA NA NA NA
"1707" 33 32 4 4 3 3
"1708" 34 32 4 4 3 3
"1709" 35 32 3 3 3 3
"1710" 36 32 3 3 2 1
"1711" 37 32 2 2 2 2
"1712" 38 32 4 4 4 4
"1713" 39 32 3 3 3 3
"1714" 40 32 3 3 3 3
"1715" 41 32 4 3 3 3
"1716" 42 32 3 2 2 2
"1717" 43 32 3 3 3 3
"1718" 44 32 4 4 4 3
"1719" 45 32 4 4 3 3
"1720" 46 32 3 3 2 2
"1721" 47 32 3 2 3 2
"1722" 48 32 3 3 3 3
"1723" 49 32 3 2 2 2
"1724" 50 32 4 3 3 3
"1725" 51 32 3 2 3 2
"1726" 52 32 3 2 2 2
"1727" 53 32 4 3 2 1
"1728" 54 32 3 3 3 3
"1729" 1 33 1 1 2 2
"1730" 2 33 4 3 3 2
"1731" 3 33 4 3 3 2
"1732" 4 33 4 4 3 4
"1733" 5 33 4 3 2 1
"1734" 6 33 3 4 3 3
"1735" 7 33 4 4 3 3
"1736" 8 33 4 4 3 3
"1737" 9 33 2 3 3 3
"1738" 10 33 2 1 2 2
"1739" 11 33 3 2 2 2
"1740" 12 33 3 3 3 2
"1741" 13 33 3 3 4 3
"1742" 14 33 3 2 3 3
"1743" 15 33 4 4 3 3
"1744" 16 33 2 2 2 2
"1745" 17 33 3 3 3 3
"1746" 18 33 2 2 1 0
"1747" 19 33 3 3 2 2
"1748" 20 33 3 4 3 3
"1749" 21 33 3 3 3 2
"1750" 22 33 3 4 3 3
"1751" 23 33 5 5 3 4
"1752" 24 33 4 3 3 2
"1753" 25 33 3 4 3 3
"1754" 26 33 3 4 3 3
"1755" 27 33 3 2 2 2
"1756" 28 33 3 3 2 3
"1757" 29 33 3 3 3 2
"1758" 30 33 2 2 3 3
"1759" 31 33 3 2 2 1
"1760" 32 33 3 2 2 2
"1761" 33 33 NA NA NA NA
"1762" 34 33 3 3 3 3
"1763" 35 33 4 4 4 4
"1764" 36 33 2 1 2 1
"1765" 37 33 1 1 1 1
"1766" 38 33 4 4 4 4
"1767" 39 33 3 3 3 3
"1768" 40 33 3 3 4 4
"1769" 41 33 3 3 3 3
"1770" 42 33 3 2 3 3
"1771" 43 33 2 2 3 3
"1772" 44 33 4 3 3 3
"1773" 45 33 4 4 3 3
"1774" 46 33 5 5 3 3
"1775" 47 33 4 3 3 3
"1776" 48 33 3 3 3 3
"1777" 49 33 2 2 2 2
"1778" 50 33 4 3 3 2
"1779" 51 33 4 3 3 3
"1780" 52 33 3 2 3 3
"1781" 53 33 4 3 2 2
"1782" 54 33 4 3 2 2
"1783" 1 34 3 4 3 4
"1784" 2 34 4 3 2 3
"1785" 3 34 4 4 3 3
"1786" 4 34 3 2 3 3
"1787" 5 34 2 1 1 1
"1788" 6 34 5 4 4 3
"1789" 7 34 4 3 3 3
"1790" 8 34 4 4 3 3
"1791" 9 34 4 3 4 4
"1792" 10 34 3 3 2 2
"1793" 11 34 4 4 3 3
"1794" 12 34 5 4 3 3
"1795" 13 34 4 3 3 3
"1796" 14 34 4 4 4 3
"1797" 15 34 4 4 3 3
"1798" 16 34 5 5 5 5
"1799" 17 34 4 4 3 3
"1800" 18 34 4 4 4 3
"1801" 19 34 2 2 2 2
"1802" 20 34 4 4 4 3
"1803" 21 34 3 3 3 2
"1804" 22 34 4 4 3 3
"1805" 23 34 4 3 4 2
"1806" 24 34 4 4 4 3
"1807" 25 34 3 4 3 3
"1808" 26 34 4 2 3 2
"1809" 27 34 3 2 2 2
"1810" 28 34 4 4 3 4
"1811" 29 34 3 3 3 3
"1812" 30 34 4 4 3 3
"1813" 31 34 4 3 3 3
"1814" 32 34 3 3 3 3
"1815" 33 34 3 3 3 3
"1816" 34 34 NA NA NA NA
"1817" 35 34 4 4 3 3
"1818" 36 34 2 2 2 1
"1819" 37 34 2 2 2 2
"1820" 38 34 3 3 3 3
"1821" 39 34 4 3 3 3
"1822" 40 34 4 4 4 4
"1823" 41 34 3 4 3 3
"1824" 42 34 4 3 3 3
"1825" 43 34 2 2 3 3
"1826" 44 34 3 4 3 3
"1827" 45 34 5 5 3 3
"1828" 46 34 5 5 3 3
"1829" 47 34 4 3 3 3
"1830" 48 34 3 3 3 3
"1831" 49 34 3 2 2 2
"1832" 50 34 4 4 3 3
"1833" 51 34 3 2 3 3
"1834" 52 34 4 3 3 3
"1835" 53 34 4 3 2 2
"1836" 54 34 4 4 3 3
"1837" 1 35 3 3 2 1
"1838" 2 35 4 3 3 3
"1839" 3 35 3 3 3 3
"1840" 4 35 3 4 4 4
"1841" 5 35 4 3 2 1
"1842" 6 35 4 4 3 3
"1843" 7 35 4 4 3 3
"1844" 8 35 3 3 3 3
"1845" 9 35 3 2 3 4
"1846" 10 35 1 2 2 1
"1847" 11 35 2 2 2 2
"1848" 12 35 3 2 3 2
"1849" 13 35 4 3 4 4
"1850" 14 35 3 2 3 3
"1851" 15 35 2 1 2 2
"1852" 16 35 2 2 2 2
"1853" 17 35 3 3 3 2
"1854" 18 35 4 4 3 4
"1855" 19 35 1 1 2 2
"1856" 20 35 3 4 3 3
"1857" 21 35 3 3 2 2
"1858" 22 35 3 2 3 3
"1859" 23 35 3 4 3 3
"1860" 24 35 2 1 3 3
"1861" 25 35 1 1 2 1
"1862" 26 35 2 2 2 1
"1863" 27 35 3 2 2 2
"1864" 28 35 4 4 3 3
"1865" 29 35 4 4 3 3
"1866" 30 35 4 4 3 2
"1867" 31 35 1 1 3 2
"1868" 32 35 2 2 1 1
"1869" 33 35 3 4 3 3
"1870" 34 35 3 3 3 3
"1871" 35 35 NA NA NA NA
"1872" 36 35 5 4 4 4
"1873" 37 35 5 5 5 5
"1874" 38 35 4 4 4 4
"1875" 39 35 4 3 3 3
"1876" 40 35 3 3 4 4
"1877" 41 35 3 3 3 3
"1878" 42 35 2 1 3 2
"1879" 43 35 3 3 3 3
"1880" 44 35 4 4 3 4
"1881" 45 35 3 3 3 3
"1882" 46 35 5 5 3 3
"1883" 47 35 3 2 3 2
"1884" 48 35 3 3 3 3
"1885" 49 35 3 2 2 2
"1886" 50 35 4 4 3 3
"1887" 51 35 3 3 3 3
"1888" 52 35 4 3 3 3
"1889" 53 35 3 3 1 1
"1890" 54 35 3 3 3 3
"1891" 1 36 3 2 2 2
"1892" 2 36 2 2 2 1
"1893" 3 36 2 1 1 1
"1894" 4 36 3 2 2 2
"1895" 5 36 4 4 3 3
"1896" 6 36 5 4 3 2
"1897" 7 36 3 3 3 3
"1898" 8 36 4 4 3 3
"1899" 9 36 3 3 4 4
"1900" 10 36 3 2 2 2
"1901" 11 36 2 1 1 1
"1902" 12 36 2 1 2 1
"1903" 13 36 4 3 3 3
"1904" 14 36 3 4 3 2
"1905" 15 36 2 1 1 1
"1906" 16 36 2 2 2 2
"1907" 17 36 4 3 3 3
"1908" 18 36 2 1 1 0
"1909" 19 36 2 2 2 2
"1910" 20 36 3 3 3 2
"1911" 21 36 2 3 2 2
"1912" 22 36 2 2 2 2
"1913" 23 36 2 4 3 5
"1914" 24 36 3 1 3 1
"1915" 25 36 1 0 2 1
"1916" 26 36 3 3 2 2
"1917" 27 36 2 1 1 1
"1918" 28 36 3 3 3 3
"1919" 29 36 4 3 3 3
"1920" 30 36 2 1 2 2
"1921" 31 36 2 1 1 1
"1922" 32 36 2 1 2 1
"1923" 33 36 4 3 3 3
"1924" 34 36 2 2 1 1
"1925" 35 36 4 4 3 3
"1926" 36 36 NA NA NA NA
"1927" 37 36 5 5 5 5
"1928" 38 36 2 2 2 2
"1929" 39 36 3 2 2 2
"1930" 40 36 2 2 3 3
"1931" 41 36 3 3 3 3
"1932" 42 36 2 1 2 1
"1933" 43 36 3 3 3 3
"1934" 44 36 4 3 2 2
"1935" 45 36 4 4 3 3
"1936" 46 36 3 3 2 2
"1937" 47 36 3 2 2 2
"1938" 48 36 2 2 2 2
"1939" 49 36 2 2 2 2
"1940" 50 36 2 2 1 1
"1941" 51 36 2 3 3 3
"1942" 52 36 3 3 3 3
"1943" 53 36 5 4 1 1
"1944" 54 36 3 2 2 2
"1945" 1 37 2 1 2 3
"1946" 2 37 3 2 2 2
"1947" 3 37 3 2 3 2
"1948" 4 37 2 2 2 1
"1949" 5 37 4 3 2 2
"1950" 6 37 5 4 3 3
"1951" 7 37 4 4 3 3
"1952" 8 37 3 3 3 3
"1953" 9 37 4 4 3 3
"1954" 10 37 3 2 2 2
"1955" 11 37 3 3 2 2
"1956" 12 37 3 2 3 2
"1957" 13 37 4 4 4 3
"1958" 14 37 4 4 3 3
"1959" 15 37 4 4 4 4
"1960" 16 37 2 2 3 3
"1961" 17 37 4 4 3 3
"1962" 18 37 5 4 3 2
"1963" 19 37 3 3 2 2
"1964" 20 37 4 4 3 3
"1965" 21 37 3 3 3 2
"1966" 22 37 4 4 4 4
"1967" 23 37 3 3 3 3
"1968" 24 37 3 2 2 1
"1969" 25 37 3 3 3 3
"1970" 26 37 2 2 3 3
"1971" 27 37 1 1 1 1
"1972" 28 37 4 4 4 3
"1973" 29 37 3 3 3 2
"1974" 30 37 3 3 3 3
"1975" 31 37 2 1 1 1
"1976" 32 37 4 3 2 2
"1977" 33 37 3 3 3 3
"1978" 34 37 2 2 1 1
"1979" 35 37 4 4 3 3
"1980" 36 37 5 5 4 4
"1981" 37 37 NA NA NA NA
"1982" 38 37 3 3 3 3
"1983" 39 37 4 3 3 3
"1984" 40 37 3 3 3 3
"1985" 41 37 4 3 3 3
"1986" 42 37 3 3 3 2
"1987" 43 37 3 3 3 3
"1988" 44 37 4 4 4 4
"1989" 45 37 4 4 3 3
"1990" 46 37 5 5 3 3
"1991" 47 37 4 3 3 3
"1992" 48 37 3 3 3 3
"1993" 49 37 3 3 2 2
"1994" 50 37 3 1 1 1
"1995" 51 37 3 3 3 3
"1996" 52 37 3 3 3 3
"1997" 53 37 3 3 2 1
"1998" 54 37 3 2 2 2
"1999" 1 38 2 2 2 2
"2000" 2 38 4 4 2 2
"2001" 3 38 3 2 3 3
"2002" 4 38 4 4 4 4
"2003" 5 38 4 4 4 4
"2004" 6 38 4 3 4 3
"2005" 7 38 3 3 3 3
"2006" 8 38 4 4 3 3
"2007" 9 38 2 3 4 3
"2008" 10 38 2 1 1 1
"2009" 11 38 3 3 3 3
"2010" 12 38 3 2 3 2
"2011" 13 38 4 3 4 3
"2012" 14 38 3 3 3 1
"2013" 15 38 2 1 2 2
"2014" 16 38 3 4 4 4
"2015" 17 38 3 3 2 2
"2016" 18 38 5 4 3 1
"2017" 19 38 3 3 2 2
"2018" 20 38 4 3 3 3
"2019" 21 38 3 2 3 2
"2020" 22 38 3 3 3 3
"2021" 23 38 3 3 3 3
"2022" 24 38 3 1 2 2
"2023" 25 38 0 0 2 1
"2024" 26 38 2 1 2 2
"2025" 27 38 4 2 3 2
"2026" 28 38 2 2 2 2
"2027" 29 38 4 4 2 2
"2028" 30 38 2 1 3 3
"2029" 31 38 2 1 3 4
"2030" 32 38 2 0 1 0
"2031" 33 38 3 3 3 3
"2032" 34 38 3 3 3 3
"2033" 35 38 1 1 1 1
"2034" 36 38 2 1 2 2
"2035" 37 38 4 4 3 3
"2036" 38 38 NA NA NA NA
"2037" 39 38 3 3 3 3
"2038" 40 38 4 4 4 4
"2039" 41 38 3 3 3 3
"2040" 42 38 3 3 3 3
"2041" 43 38 3 3 3 3
"2042" 44 38 3 3 2 2
"2043" 45 38 4 3 3 3
"2044" 46 38 5 5 3 3
"2045" 47 38 3 2 3 2
"2046" 48 38 4 4 4 4
"2047" 49 38 3 2 3 2
"2048" 50 38 3 3 2 2
"2049" 51 38 3 1 3 2
"2050" 52 38 2 1 2 2
"2051" 53 38 4 3 2 2
"2052" 54 38 4 3 3 3
"2053" 1 39 3 3 3 3
"2054" 2 39 4 3 3 3
"2055" 3 39 3 3 2 2
"2056" 4 39 3 2 3 2
"2057" 5 39 3 1 2 1
"2058" 6 39 4 4 3 3
"2059" 7 39 3 3 3 3
"2060" 8 39 4 3 3 3
"2061" 9 39 3 2 4 2
"2062" 10 39 2 3 3 2
"2063" 11 39 3 3 3 3
"2064" 12 39 2 3 3 2
"2065" 13 39 3 3 3 3
"2066" 14 39 3 2 3 2
"2067" 15 39 3 3 3 3
"2068" 16 39 3 3 3 3
"2069" 17 39 4 4 3 3
"2070" 18 39 4 4 3 4
"2071" 19 39 3 3 2 2
"2072" 20 39 4 4 4 3
"2073" 21 39 3 3 3 2
"2074" 22 39 3 2 2 2
"2075" 23 39 2 1 3 2
"2076" 24 39 3 2 1 0
"2077" 25 39 3 4 3 2
"2078" 26 39 3 3 3 3
"2079" 27 39 4 4 4 4
"2080" 28 39 4 3 4 3
"2081" 29 39 3 3 3 3
"2082" 30 39 3 3 3 2
"2083" 31 39 3 4 4 3
"2084" 32 39 3 3 3 3
"2085" 33 39 3 3 3 3
"2086" 34 39 4 4 3 3
"2087" 35 39 4 4 3 3
"2088" 36 39 3 2 3 2
"2089" 37 39 1 1 1 1
"2090" 38 39 3 3 3 3
"2091" 39 39 NA NA NA NA
"2092" 40 39 5 5 5 5
"2093" 41 39 3 3 3 3
"2094" 42 39 3 1 2 2
"2095" 43 39 3 3 3 3
"2096" 44 39 4 3 3 3
"2097" 45 39 4 4 3 2
"2098" 46 39 4 4 3 2
"2099" 47 39 3 3 3 3
"2100" 48 39 1 1 1 1
"2101" 49 39 3 2 3 2
"2102" 50 39 3 3 3 3
"2103" 51 39 2 2 3 2
"2104" 52 39 4 3 3 3
"2105" 53 39 3 3 1 1
"2106" 54 39 3 3 2 2
"2107" 1 40 3 3 3 3
"2108" 2 40 4 3 3 2
"2109" 3 40 2 2 3 3
"2110" 4 40 3 2 2 1
"2111" 5 40 3 2 2 1
"2112" 6 40 4 4 2 2
"2113" 7 40 3 3 3 3
"2114" 8 40 4 3 3 3
"2115" 9 40 4 4 4 4
"2116" 10 40 3 2 3 2
"2117" 11 40 2 2 2 2
"2118" 12 40 2 2 2 2
"2119" 13 40 4 4 4 3
"2120" 14 40 4 5 3 2
"2121" 15 40 2 2 2 2
"2122" 16 40 2 2 2 2
"2123" 17 40 3 3 2 2
"2124" 18 40 3 2 1 0
"2125" 19 40 2 2 2 2
"2126" 20 40 4 3 3 3
"2127" 21 40 4 3 3 3
"2128" 22 40 3 3 3 3
"2129" 23 40 4 5 3 4
"2130" 24 40 3 2 2 1
"2131" 25 40 3 4 3 3
"2132" 26 40 3 3 3 3
"2133" 27 40 3 2 2 1
"2134" 28 40 3 4 3 3
"2135" 29 40 3 3 3 1
"2136" 30 40 3 3 2 3
"2137" 31 40 2 1 3 2
"2138" 32 40 3 3 2 2
"2139" 33 40 4 3 3 3
"2140" 34 40 3 3 3 3
"2141" 35 40 3 3 3 3
"2142" 36 40 4 4 3 2
"2143" 37 40 2 2 2 2
"2144" 38 40 3 3 3 3
"2145" 39 40 4 3 3 3
"2146" 40 40 NA NA NA NA
"2147" 41 40 3 3 3 3
"2148" 42 40 3 2 2 2
"2149" 43 40 4 4 4 4
"2150" 44 40 2 2 2 1
"2151" 45 40 3 4 3 3
"2152" 46 40 4 4 3 3
"2153" 47 40 3 3 3 3
"2154" 48 40 3 3 3 3
"2155" 49 40 3 2 3 2
"2156" 50 40 2 1 2 1
"2157" 51 40 3 3 3 3
"2158" 52 40 4 3 3 3
"2159" 53 40 3 2 2 1
"2160" 54 40 3 3 2 2
"2161" 1 41 3 4 2 2
"2162" 2 41 4 3 3 2
"2163" 3 41 4 3 3 3
"2164" 4 41 3 3 4 3
"2165" 5 41 4 4 3 2
"2166" 6 41 5 4 3 3
"2167" 7 41 4 4 2 2
"2168" 8 41 4 4 3 3
"2169" 9 41 4 4 3 3
"2170" 10 41 4 4 3 2
"2171" 11 41 3 2 2 2
"2172" 12 41 4 3 3 3
"2173" 13 41 4 3 4 3
"2174" 14 41 4 5 3 3
"2175" 15 41 4 4 4 4
"2176" 16 41 3 3 3 3
"2177" 17 41 3 3 3 3
"2178" 18 41 5 4 4 3
"2179" 19 41 3 3 2 2
"2180" 20 41 4 3 3 3
"2181" 21 41 3 3 3 2
"2182" 22 41 4 4 3 3
"2183" 23 41 4 4 4 2
"2184" 24 41 2 1 3 2
"2185" 25 41 3 2 3 2
"2186" 26 41 2 1 2 2
"2187" 27 41 3 2 2 1
"2188" 28 41 5 4 4 4
"2189" 29 41 3 3 2 1
"2190" 30 41 3 3 2 2
"2191" 31 41 1 0 1 0
"2192" 32 41 4 4 3 2
"2193" 33 41 4 4 3 3
"2194" 34 41 3 2 2 2
"2195" 35 41 4 4 3 3
"2196" 36 41 3 3 3 2
"2197" 37 41 3 3 3 3
"2198" 38 41 4 4 4 4
"2199" 39 41 3 3 3 3
"2200" 40 41 5 5 5 5
"2201" 41 41 NA NA NA NA
"2202" 42 41 4 3 3 3
"2203" 43 41 3 3 3 3
"2204" 44 41 4 5 4 3
"2205" 45 41 5 5 3 3
"2206" 46 41 4 4 3 3
"2207" 47 41 3 2 3 2
"2208" 48 41 3 3 3 3
"2209" 49 41 3 2 3 3
"2210" 50 41 4 4 3 3
"2211" 51 41 4 3 4 3
"2212" 52 41 4 4 3 3
"2213" 53 41 4 3 2 1
"2214" 54 41 5 3 3 3
"2215" 1 42 3 4 3 3
"2216" 2 42 4 4 3 3
"2217" 3 42 3 3 3 3
"2218" 4 42 3 4 3 3
"2219" 5 42 4 3 3 2
"2220" 6 42 4 4 3 3
"2221" 7 42 3 3 3 3
"2222" 8 42 3 3 3 3
"2223" 9 42 3 4 4 4
"2224" 10 42 2 2 3 2
"2225" 11 42 3 3 3 3
"2226" 12 42 3 2 3 2
"2227" 13 42 4 3 4 4
"2228" 14 42 3 2 3 2
"2229" 15 42 3 2 2 2
"2230" 16 42 2 2 3 2
"2231" 17 42 4 4 3 3
"2232" 18 42 3 2 4 3
"2233" 19 42 3 3 2 2
"2234" 20 42 4 3 3 3
"2235" 21 42 4 4 4 4
"2236" 22 42 4 3 3 3
"2237" 23 42 3 4 2 4
"2238" 24 42 3 4 3 3
"2239" 25 42 3 3 3 3
"2240" 26 42 3 2 4 3
"2241" 27 42 4 3 3 2
"2242" 28 42 2 2 2 3
"2243" 29 42 4 2 2 2
"2244" 30 42 3 2 3 3
"2245" 31 42 5 5 4 4
"2246" 32 42 2 1 2 1
"2247" 33 42 4 3 3 3
"2248" 34 42 3 3 3 3
"2249" 35 42 1 1 2 2
"2250" 36 42 3 2 3 2
"2251" 37 42 1 1 0 0
"2252" 38 42 4 4 4 4
"2253" 39 42 3 3 2 2
"2254" 40 42 3 3 3 3
"2255" 41 42 3 3 3 3
"2256" 42 42 NA NA NA NA
"2257" 43 42 3 3 3 3
"2258" 44 42 4 3 3 3
"2259" 45 42 3 3 3 3
"2260" 46 42 3 3 3 3
"2261" 47 42 3 2 3 2
"2262" 48 42 3 3 3 3
"2263" 49 42 3 3 3 3
"2264" 50 42 3 2 2 3
"2265" 51 42 3 2 3 2
"2266" 52 42 3 3 3 3
"2267" 53 42 3 3 2 2
"2268" 54 42 4 3 3 3
"2269" 1 43 3 3 3 3
"2270" 2 43 4 3 2 2
"2271" 3 43 2 2 3 3
"2272" 4 43 3 3 3 3
"2273" 5 43 4 4 4 4
"2274" 6 43 4 3 3 3
"2275" 7 43 4 4 3 2
"2276" 8 43 3 3 3 3
"2277" 9 43 3 2 4 3
"2278" 10 43 1 1 1 1
"2279" 11 43 3 2 2 2
"2280" 12 43 2 2 2 2
"2281" 13 43 4 4 4 3
"2282" 14 43 3 2 3 2
"2283" 15 43 2 2 2 2
"2284" 16 43 2 2 2 2
"2285" 17 43 4 4 3 3
"2286" 18 43 5 3 3 4
"2287" 19 43 2 2 2 2
"2288" 20 43 3 3 2 2
"2289" 21 43 3 3 3 3
"2290" 22 43 2 2 2 2
"2291" 23 43 3 5 3 5
"2292" 24 43 2 0 3 2
"2293" 25 43 2 0 3 1
"2294" 26 43 1 1 1 1
"2295" 27 43 4 2 2 1
"2296" 28 43 2 1 2 1
"2297" 29 43 4 2 2 1
"2298" 30 43 2 1 3 3
"2299" 31 43 2 1 3 1
"2300" 32 43 3 0 2 0
"2301" 33 43 3 3 3 3
"2302" 34 43 2 2 2 2
"2303" 35 43 2 2 2 2
"2304" 36 43 1 1 2 1
"2305" 37 43 3 3 2 2
"2306" 38 43 3 3 3 3
"2307" 39 43 3 2 2 2
"2308" 40 43 3 3 3 3
"2309" 41 43 3 3 3 3
"2310" 42 43 4 2 3 2
"2311" 43 43 NA NA NA NA
"2312" 44 43 3 3 3 3
"2313" 45 43 3 3 3 3
"2314" 46 43 3 3 3 3
"2315" 47 43 4 2 2 2
"2316" 48 43 3 3 3 3
"2317" 49 43 3 2 3 2
"2318" 50 43 3 1 2 0
"2319" 51 43 3 1 3 2
"2320" 52 43 3 2 2 2
"2321" 53 43 3 2 1 1
"2322" 54 43 4 3 3 3
"2323" 1 44 3 3 3 3
"2324" 2 44 3 3 2 2
"2325" 3 44 4 3 2 2
"2326" 4 44 4 4 3 3
"2327" 5 44 3 3 1 1
"2328" 6 44 5 3 4 3
"2329" 7 44 4 4 2 3
"2330" 8 44 4 4 3 3
"2331" 9 44 4 4 3 2
"2332" 10 44 3 3 3 2
"2333" 11 44 3 2 2 2
"2334" 12 44 4 4 4 3
"2335" 13 44 4 3 4 3
"2336" 14 44 3 2 3 3
"2337" 15 44 4 3 3 3
"2338" 16 44 1 3 3 3
"2339" 17 44 4 4 3 3
"2340" 18 44 4 5 4 3
"2341" 19 44 2 2 2 2
"2342" 20 44 4 3 2 2
"2343" 21 44 4 3 3 2
"2344" 22 44 4 3 4 3
"2345" 23 44 5 5 3 2
"2346" 24 44 3 2 2 1
"2347" 25 44 4 3 2 1
"2348" 26 44 4 4 3 3
"2349" 27 44 4 3 3 2
"2350" 28 44 4 4 4 3
"2351" 29 44 4 2 3 2
"2352" 30 44 3 3 2 2
"2353" 31 44 3 1 3 1
"2354" 32 44 4 3 2 2
"2355" 33 44 4 4 3 3
"2356" 34 44 2 2 2 2
"2357" 35 44 4 4 3 3
"2358" 36 44 2 2 3 2
"2359" 37 44 1 0 2 0
"2360" 38 44 4 4 4 4
"2361" 39 44 4 3 3 3
"2362" 40 44 3 3 3 3
"2363" 41 44 3 3 3 3
"2364" 42 44 3 2 2 2
"2365" 43 44 4 4 4 4
"2366" 44 44 NA NA NA NA
"2367" 45 44 4 4 3 3
"2368" 46 44 5 5 3 3
"2369" 47 44 4 2 3 2
"2370" 48 44 3 3 3 3
"2371" 49 44 3 3 3 2
"2372" 50 44 4 4 3 3
"2373" 51 44 4 3 4 3
"2374" 52 44 4 4 3 3
"2375" 53 44 4 3 1 1
"2376" 54 44 4 3 2 2
"2377" 1 45 2 2 2 2
"2378" 2 45 4 4 3 3
"2379" 3 45 3 2 3 2
"2380" 4 45 3 4 3 3
"2381" 5 45 3 2 2 1
"2382" 6 45 3 4 2 3
"2383" 7 45 4 3 2 2
"2384" 8 45 4 4 3 3
"2385" 9 45 4 4 4 4
"2386" 10 45 2 2 2 2
"2387" 11 45 2 1 2 2
"2388" 12 45 2 3 3 3
"2389" 13 45 3 3 4 3
"2390" 14 45 3 4 3 3
"2391" 15 45 3 2 3 3
"2392" 16 45 1 1 1 1
"2393" 17 45 3 4 3 3
"2394" 18 45 4 3 2 1
"2395" 19 45 2 2 2 2
"2396" 20 45 4 3 3 3
"2397" 21 45 3 2 3 2
"2398" 22 45 2 3 3 2
"2399" 23 45 3 3 3 3
"2400" 24 45 2 1 2 2
"2401" 25 45 2 1 3 2
"2402" 26 45 4 4 4 3
"2403" 27 45 4 2 3 2
"2404" 28 45 4 3 3 3
"2405" 29 45 2 3 2 0
"2406" 30 45 3 3 3 3
"2407" 31 45 2 2 2 1
"2408" 32 45 2 2 2 2
"2409" 33 45 3 3 3 3
"2410" 34 45 2 2 2 2
"2411" 35 45 3 3 3 3
"2412" 36 45 3 2 3 2
"2413" 37 45 1 0 0 0
"2414" 38 45 3 3 3 3
"2415" 39 45 3 3 3 3
"2416" 40 45 2 2 3 3
"2417" 41 45 3 3 3 3
"2418" 42 45 3 2 3 3
"2419" 43 45 2 2 2 2
"2420" 44 45 4 4 3 3
"2421" 45 45 NA NA NA NA
"2422" 46 45 5 5 4 4
"2423" 47 45 4 3 3 2
"2424" 48 45 3 3 3 3
"2425" 49 45 2 2 2 2
"2426" 50 45 4 4 3 3
"2427" 51 45 4 3 3 3
"2428" 52 45 4 3 3 3
"2429" 53 45 4 4 1 1
"2430" 54 45 3 2 2 2
"2431" 1 46 3 3 2 2
"2432" 2 46 3 3 2 2
"2433" 3 46 2 1 3 3
"2434" 4 46 2 1 2 2
"2435" 5 46 3 3 2 1
"2436" 6 46 4 3 3 3
"2437" 7 46 3 3 1 1
"2438" 8 46 3 3 3 3
"2439" 9 46 2 3 3 2
"2440" 10 46 2 3 3 2
"2441" 11 46 3 2 3 2
"2442" 12 46 2 2 2 2
"2443" 13 46 3 3 3 2
"2444" 14 46 3 2 3 2
"2445" 15 46 3 3 3 3
"2446" 16 46 2 2 2 2
"2447" 17 46 4 4 4 4
"2448" 18 46 3 1 1 2
"2449" 19 46 3 3 2 2
"2450" 20 46 4 3 3 3
"2451" 21 46 3 3 3 3
"2452" 22 46 3 3 3 3
"2453" 23 46 2 2 3 4
"2454" 24 46 3 3 3 3
"2455" 25 46 3 1 3 2
"2456" 26 46 2 2 3 3
"2457" 27 46 3 2 2 1
"2458" 28 46 4 4 3 4
"2459" 29 46 3 3 3 3
"2460" 30 46 2 2 3 2
"2461" 31 46 1 1 2 1
"2462" 32 46 3 3 3 2
"2463" 33 46 3 3 3 3
"2464" 34 46 3 3 3 3
"2465" 35 46 3 3 3 3
"2466" 36 46 2 1 2 2
"2467" 37 46 0 0 0 0
"2468" 38 46 3 3 3 3
"2469" 39 46 2 2 2 2
"2470" 40 46 3 3 3 3
"2471" 41 46 4 3 3 3
"2472" 42 46 1 1 1 1
"2473" 43 46 4 4 4 4
"2474" 44 46 3 3 3 3
"2475" 45 46 5 5 4 3
"2476" 46 46 NA NA NA NA
"2477" 47 46 4 3 3 3
"2478" 48 46 3 3 3 3
"2479" 49 46 2 2 2 2
"2480" 50 46 3 4 3 3
"2481" 51 46 3 2 3 2
"2482" 52 46 4 4 3 3
"2483" 53 46 2 2 1 0
"2484" 54 46 3 3 2 2
"2485" 1 47 3 3 3 2
"2486" 2 47 4 3 3 3
"2487" 3 47 3 3 3 3
"2488" 4 47 3 3 3 3
"2489" 5 47 3 2 2 1
"2490" 6 47 3 4 3 4
"2491" 7 47 3 3 2 3
"2492" 8 47 3 3 3 3
"2493" 9 47 3 4 5 5
"2494" 10 47 2 2 3 3
"2495" 11 47 3 2 2 2
"2496" 12 47 3 3 3 3
"2497" 13 47 3 2 3 3
"2498" 14 47 3 2 3 2
"2499" 15 47 3 2 2 2
"2500" 16 47 2 2 2 2
"2501" 17 47 3 3 3 3
"2502" 18 47 4 4 4 3
"2503" 19 47 3 3 2 2
"2504" 20 47 4 4 4 4
"2505" 21 47 2 2 3 2
"2506" 22 47 3 3 3 3
"2507" 23 47 3 4 2 4
"2508" 24 47 4 3 2 2
"2509" 25 47 3 4 3 3
"2510" 26 47 3 4 3 2
"2511" 27 47 3 2 2 2
"2512" 28 47 3 3 3 3
"2513" 29 47 3 3 3 3
"2514" 30 47 3 3 3 3
"2515" 31 47 3 3 3 2
